transaction_id,message_id,date,sender_name,account,account_holder,bank_code,direction,amount,currency,category_label,action,objects,roles,locations,time_period,counterparty,order_ref,content
txn_00127,8037641685778,2026-07-21,Hoàng Anh,Lan.mb,Lan,mb,chi,330000,VND,Chi phí văn phòng,mua,van_phong_pham,,,,,,chi phí mua văn phòng phẩm
txn_00128,8037641691577,2026-07-21,Văn Nam,Anh.ocb,Anh,ocb,chi,950000,VND,Ship/Vận chuyển,,ship;don_hang,,,,,4389,cước vận chuyển liên tỉnh đơn hàng #4389
txn_00129,8037641696117,2026-07-21,Quốc Bảo,Tuấn.bidv,Tuấn,bidv,chi,100000,VND,Ship/Vận chuyển,thanh_toan,ship;sua_chua,,,,Hùng,,thanh toán ship đệm cho anh Hùng về bảo hành
txn_00130,8037641697299,2026-07-21,Bảo Trâm,Tuấn.bidv,Tuấn,bidv,chi,530000,VND,Ship/Vận chuyển,,ship;don_hang,,,,,4699,cước vận chuyển liên tỉnh đơn hàng #4699
txn_00131,8037641701684,2026-07-21,Khánh Đức,Anh.ocb,Anh,ocb,chi,1270000,VND,Vật tư/Sửa chữa,chi,sua_chua,,,,,,chi phí sửa xe tải giao hàng
txn_00132,8037641702799,2026-07-22,Thị Lan,Anh.ocb,Anh,ocb,chi,760000,VND,Tạm ứng công tác,ung,cong_tac,,Hưng Yên,,,,tạm ứng công tác phí đi Hưng Yên
txn_00133,8037641709250,2026-07-22,Minh Tuấn,Linh.vib,Linh,vib,chi,2150000,VND,Tạm ứng công tác,ung,cong_tac,,Sài Gòn,,Tâm,,ứng tiền công tác Sài Gòn cho chị Tâm
txn_00134,8037641714988,2026-07-22,Thị Lan,Mai.stb,Mai,stb,thu,210000,VND,Khách hàng thanh toán,thanh_toan,sua_chua,,,,Hoa,,chị Hoa thanh toán tiền bảo hành đệm
txn_00135,8037641716194,2026-07-22,Xuân Svl,Thịnh.vtb,Thịnh,vtb,chi,1130000,VND,Khách hàng thanh toán,tiep_khach,,khach_hang;doi_tac,Bình Dương,,Tùng,,tiếp khách đối tác Bình Dương cùng a Tùng
txn_00136,8037641724902,2026-07-22,Văn Nam,Nam.vcb,Nam,vcb,thu,80000,VND,Tạm ứng công tác,hoan_ung,cong_tac,,Hải Phòng,,,,hoàn ứng tiền dư công tác Hải Phòng
txn_00137,8037641728436,2026-07-22,Văn Nam,Mai.stb,Mai,stb,thu,8300000,VND,Khách hàng thanh toán,thanh_toan,,khach_hang,,,,4012,khách lẻ chuyển khoản thanh toán đợt 2 đơn #4012
txn_00138,8037641733247,2026-07-23,Thị Lan,Bảo.msb,Bảo,msb,chi,1420000,VND,Ship/Vận chuyển,,ship;don_hang,,,,,4674,cước vận chuyển liên tỉnh đơn hàng #4674
txn_00139,8037641734564,2026-07-23,Diệu Linh,Bảo.msb,Bảo,msb,chi,740000,VND,Tạm ứng công tác,,cong_tac;hoa_hong,,,tháng 7,,,chi hoa hồng cộng tác viên tháng 7
txn_00140,8037641739136,2026-07-23,Hoàng Anh,Linh.vib,Linh,vib,thu,1110000,VND,Khách hàng thanh toán,thanh_toan,sua_chua,,,,Hoa,,chị Hoa thanh toán tiền bảo hành đệm
txn_00141,8037641747547,2026-07-23,Bảo Trâm,Lan.mb,Lan,mb,thu,8440000,VND,Khách hàng thanh toán,thu,,khach_hang,Ninh Hiệp,,,,thu tiền khách sỉ chợ Ninh Hiệp còn nợ kỳ trước
txn_00142,8037641751655,2026-07-23,Diệu Linh,Nam.vcb,Nam,vcb,thu,250000,VND,Tạm ứng công tác,hoan_ung,cong_tac,,Hải Phòng,,,,hoàn ứng tiền dư công tác Hải Phòng
txn_00143,8037641752872,2026-07-23,Quốc Bảo,Linh.vib,Linh,vib,chi,1700000,VND,Thưởng/Phạt,chi,thuong,khach_hang,,tháng 7,,,chi thưởng doanh số tháng 7 cho khách lẻ
txn_00144,8037641761333,2026-07-24,Diệu Linh,Nam.vcb,Nam,vcb,chi,9340000,VND,Nhà cung cấp,chi,hang_hoa,,,,Dũng,,chi trả tiền hàng còn nợ cho a Dũng vận tải
txn_00145,8037641768073,2026-07-24,Văn Nam,Xuân.svl,Xuân,svl,chi,680000,VND,Ship/Vận chuyển,chi,ship,,Hà Nội,,,,chi phí vận chuyển hàng về kho Hà Nội
txn_00146,8037641776089,2026-07-24,Khánh Đức,Xuân.svl,Xuân,svl,chi,1380000,VND,Tạm ứng công tác,ung,cong_tac,,Hưng Yên,,,,tạm ứng công tác phí đi Hưng Yên
txn_00147,8037641778753,2026-07-25,Hoàng Anh,Nam.vcb,Nam,vcb,chi,2780000,VND,Thưởng/Phạt,chi,thuong,,,tháng 7,Kiên,,chi thưởng doanh số tháng 7 cho anh Kiên
txn_00148,8037641786240,2026-07-25,Khánh Đức,Xuân.svl,Xuân,svl,chi,8840000,VND,Lương/Ứng lương,chi,luong,nhan_vien,,tháng 7,,,chi lương nhân viên giao hàng tháng 7
txn_00149,8037641789342,2026-07-25,Quốc Bảo,Nam.vcb,Nam,vcb,thu,10530000,VND,Khách hàng thanh toán,thu,,khach_hang,Ninh Hiệp,,,,thu tiền khách sỉ chợ Ninh Hiệp còn nợ kỳ trước
txn_00150,8037641790595,2026-07-25,Thị Lan,Xuân.svl,Xuân,svl,chi,1820000,VND,Chi phí văn phòng,thanh_toan,dien_nuoc,,,tháng 7,,,thanh toán tiền điện nước văn phòng tháng 7
txn_00151,8037641796001,2026-07-25,Ngọc Mai,Xuân.svl,Xuân,svl,chi,4650000,VND,Marketing/Quảng cáo,thanh_toan,quang_cao,,,tháng 7,,,thanh toán tiền quảng cáo Facebook tháng 7
txn_00152,8037641798656,2026-07-26,Minh Tuấn,Linh.vib,Linh,vib,chi,7940000,VND,Lương/Ứng lương,chi,luong,nhan_vien,,tháng 7,,,chi lương nhân viên giao hàng tháng 7
txn_00153,8037641801167,2026-07-26,Khánh Đức,Xuân.svl,Xuân,svl,chi,1750000,VND,Vật tư/Sửa chữa,chi,sua_chua,,,,,,chi phí sửa xe tải giao hàng
txn_00154,8037641803925,2026-07-26,Đức Thịnh,Anh.ocb,Anh,ocb,chi,1810000,VND,Vật tư/Sửa chữa,chi,sua_chua,,,,,,chi phí sửa xe tải giao hàng
txn_00155,8037641809522,2026-07-27,Diệu Linh,Nam.vcb,Nam,vcb,chi,920000,VND,Khách hàng thanh toán,tiep_khach,,khach_hang;doi_tac,Bình Dương,,Tâm,,tiếp khách đối tác Bình Dương cùng chị Tâm
txn_00156,8037641816626,2026-07-27,Thu Hương,Bảo.msb,Bảo,msb,chi,1210000,VND,Vật tư/Sửa chữa,mua,vat_tu;sua_chua,,,,,,mua vật tư sửa chữa máy nén khí
txn_00157,8037641822090,2026-07-27,Ngọc Mai,Bảo.msb,Bảo,msb,chi,1350000,VND,Ship/Vận chuyển,chi,ship,,Hà Nội,,,,chi phí vận chuyển hàng về kho Hà Nội
txn_00158,8037641829258,2026-07-27,Văn Nam,Mai.stb,Mai,stb,thu,1370000,VND,Khách hàng thanh toán,dat_coc,don_hang,khach_hang,,,,,thu tiền đặt cọc khách lẻ mua đệm
txn_00159,8037641833946,2026-07-27,Quốc Bảo,Xuân.svl,Xuân,svl,chi,1980000,VND,Vật tư/Sửa chữa,chi,sua_chua,,,,,,chi phí sửa xe tải giao hàng
txn_00160,8037641839690,2026-07-27,Bảo Trâm,Linh.vib,Linh,vib,chi,730000,VND,Vật tư/Sửa chữa,mua,vat_tu;sua_chua,,,,,,mua vật tư sửa chữa máy nén khí
